county_fips,event_id,incidentBeginDate,incidentEndDate,incidentType,declaration_numbers,declaration_count,source_record_count,event_key_method,year
01001,incident:2011042505,2011-04-15 00:00:00+00:00,2011-05-31 00:00:00+00:00,Severe Storm,1971; 3319,2,2,official_incident_id,2011
29059,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29061,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29063,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29063,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29065,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29067,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29067,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29069,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29069,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29071,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29071,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29073,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29073,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29075,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29077,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29077,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29079,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29079,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29081,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29083,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29083,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29085,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29085,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29085,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29087,incident:2011060703,2011-06-01 00:00:00+00:00,2011-08-01 00:00:00+00:00,Flood,3325; 4012,2,2,official_incident_id,2011
29087,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29089,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29089,incident:2011060703,2011-06-01 00:00:00+00:00,2011-08-01 00:00:00+00:00,Flood,3325; 4012,2,2,official_incident_id,2011
29089,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29091,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29091,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29093,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29093,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29095,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29097,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29097,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29099,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29099,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29101,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29101,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29103,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29103,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29105,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29105,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29105,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29107,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29107,incident:2011060703,2011-06-01 00:00:00+00:00,2011-08-01 00:00:00+00:00,Flood,3325; 4012,2,2,official_incident_id,2011
29107,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29109,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29109,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29111,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29111,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29113,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29113,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29115,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29115,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29117,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29117,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29119,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29119,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29119,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29121,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29121,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29123,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29123,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29125,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29125,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29125,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29127,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29127,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29129,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29131,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29131,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29133,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29133,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29135,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29135,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29137,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29137,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29139,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29139,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29141,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29141,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29141,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29143,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29143,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29145,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29145,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29145,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29147,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29149,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29151,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29151,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29151,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29153,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29153,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29155,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29155,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29157,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29157,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29159,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29159,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29161,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29161,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29163,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29163,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29165,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29165,incident:2011060703,2011-06-01 00:00:00+00:00,2011-08-01 00:00:00+00:00,Flood,3325; 4012,2,2,official_incident_id,2011
29165,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29167,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29167,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29167,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29169,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29169,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29169,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29171,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29171,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29173,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29173,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29175,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29175,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29177,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29177,incident:2011060703,2011-06-01 00:00:00+00:00,2011-08-01 00:00:00+00:00,Flood,3325; 4012,2,2,official_incident_id,2011
29177,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29179,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29179,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29181,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29183,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29183,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29185,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29185,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29185,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29186,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29186,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29187,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29187,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29189,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29189,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29195,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29195,incident:2011060703,2011-06-01 00:00:00+00:00,2011-08-01 00:00:00+00:00,Flood,3325; 4012,2,2,official_incident_id,2011
29195,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29197,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29197,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29199,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29199,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29201,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29201,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29203,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29203,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29205,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29205,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29207,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29207,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29209,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29209,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29211,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29211,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29213,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29213,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29215,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29215,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29217,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29217,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29219,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29221,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29221,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29223,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29225,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29225,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29227,incident:2011012805,2011-01-31 00:00:00+00:00,2011-02-05 00:00:00+00:00,Severe Storm,1961; 3317,2,2,official_incident_id,2011
29227,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29229,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29229,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
29510,incident:2015122901,2015-12-22 00:00:00+00:00,2016-01-09 00:00:00+00:00,Flood,3374; 4250,2,2,official_incident_id,2015
29510,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3482; 4490,2,2,official_incident_id,2020
30001,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30003,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,6,official_incident_id,2020
30005,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 3477; 4508; 4509,4,6,official_incident_id,2020
30007,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30009,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30011,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 3477; 4508; 4509,4,4,official_incident_id,2020
30013,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30015,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 3477; 4508; 4509,4,6,official_incident_id,2020
30017,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30019,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 3477; 3516; 4508; 4509,5,7,official_incident_id,2020
30019,incident:2025121901,2025-12-17 00:00:00+00:00,2025-12-18 00:00:00+00:00,Straight-Line Winds; Winter Storm,4902; 4914,2,2,official_incident_id,2025
30021,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30023,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30025,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30027,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30029,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,4,official_incident_id,2020
30031,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30033,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
30035,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,4,official_incident_id,2020
30037,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3476; 4508,2,2,official_incident_id,2020
